Store Name,Address,Contact,Latitude,Longitude,Store URL,formatted_address,street_number,route,locality,admin_area_3,admin_area_2,admin_area_1,country,country_code,postal_code,latitude,longitude
Atripalda Cassese,"Piazza Cassese, 10, 83042 Atripalda , AV","0825 610237, ",40.91825,14.82955,https://www.pampanorama.it/punti-vendita/atripalda-p-zza-cassese-retail-pro,"Via Leopoldo Cassese, 14, 83042 Atripalda AV, Italy",14,Via Leopoldo Cassese,Atripalda,Atripalda,Provincia di Avellino,Campania,Italy,IT,83042,40.918199,14.8295486
Atripalda San Lorenzo,"Via San Lorenzo, 36, 83042 Atripalda , AV","0825 1728016, ",40.9201964,14.8248815,https://www.pampanorama.it/punti-vendita/atripalda-san-lorenzo,"Contrada S. Lorenzo, 36, 83042 Atripalda AV, Italy",36,Contrada San Lorenzo,Atripalda,Atripalda,Provincia di Avellino,Campania,Italy,IT,83042,40.9202277,14.8254795
Avellino Due Principati,"Via Due Principati, 32, 83100 Avellino , AV","0825 769123, ",40.91306,14.79231,https://www.pampanorama.it/punti-vendita/avellino-san-tommaso-retail-pro,"Via dei Due Principati, 34, 83100 Avellino AV, Italy",34,Via dei Due Principati,Avellino,Avellino,Provincia di Avellino,Campania,Italy,IT,83100,40.913025,14.7923584
Contrada Nazionale,"Via Nazionale, 27, 83020 Contrada , AV","0825 674492, ",40.87047,14.77744,https://www.pampanorama.it/punti-vendita/contrada-via-nazionale-retail-pro,"PAM Franchising, Via Nazionale, 27, 83020 Contrada AV, Italy",27,Via Nazionale,Contrada,Contrada,Provincia di Avellino,Campania,Italy,IT,83020,40.8702932,14.7775012
Ariano Irpino Fontananuova,"Via Fontananuova, SNC, 83031 Ariano Irpino , AV","0825872203, ",41.1552,15.09833,https://www.pampanorama.it/punti-vendita/ariano-irpino-fontananuova-retail-pro,"Via Fontananuova, 68, 83031 Ariano Irpino AV, Italy",68,Via Fontananuova,,Ariano Irpino,Provincia di Avellino,Campania,Italy,IT,83031,41.1550695,15.098451
Ariano Irpino Cda Cardito,"Via Cardito, SNC, 83031 Ariano Irpino , AV","0825892222, ",41.13713,15.08192,https://www.pampanorama.it/punti-vendita/ariano-irpino-cda-cardito-retail-pro,"Via Cardito, 96, 83031 Ariano Irpino AV, Italy",96,Via Cardito,Ariano Irpino,Ariano Irpino,Provincia di Avellino,Campania,Italy,IT,83031,41.1371071,15.0818748
Ariano Irpino Martiri,"Via dei Martiri, SNC, 83031 Ariano Irpino , AV","0825824521, ",41.16162,15.11185,https://www.pampanorama.it/punti-vendita/ariano-irpino-via-martiri-retail-pro,"Via Martiri, snc, 83031 Ariano Irpino AV, Italy",snc,Via Martiri,Ariano Irpino,Ariano Irpino,Provincia di Avellino,Campania,Italy,IT,83031,41.1615066,15.1118512
Avellino Cda Scrofeta,"Contrada Scrofeta, SNC, 83100 Avellino , AV","0825 39565, ",40.93344,14.80068,https://www.pampanorama.it/punti-vendita/avellino-cda-scrofeta-retail-pro,"Contrada Scrofeta, 4, 83100 Avellino AV, Italy",4,Contrada Scrofeta,,Avellino,Provincia di Avellino,Campania,Italy,IT,83100,40.9333764,14.8005376
Grottaminarda Cda Piani,"Contrada Piani, SNC, 83035 Grottaminarda , AV","0825445375, ",41.0671,15.0793,https://www.pampanorama.it/punti-vendita/grottaminarda-cda-piani-retail-pro,"Contrada Piani, 42, 83035 Grottaminarda AV, Italy",42,Contrada Piani,,Grottaminarda,Provincia di Avellino,Campania,Italy,IT,83035,41.0670406,15.079262
Mirabella San Michele,"Via S.Michele C/C. Il Carro, SNC, 83036 Mirabella Eclano , AV","0825 449849, ",41.0534,15.0223,https://www.pampanorama.it/punti-vendita/mirabella-via-san-michele-retail-pro,"SS303, 48, 83036 Passo di Mirabella-pianopantano AV, Italy",48,SS303,Passo di Mirabella-pianopantano,Mirabella Eclano,Provincia di Avellino,Campania,Italy,IT,83036,41.0534045,15.0223152
Mirabella Calore,"Via Nazionale Calore, SNC, 83036 Mirabella Eclano , AV","0285-431015, ",41.05343,14.95453,https://www.pampanorama.it/punti-vendita/mirabella-via-calore-retail-pro,"SS90, 90, 83036 Calore AV, Italy",90,SS90,Calore,Mirabella Eclano,Provincia di Avellino,Campania,Italy,IT,83036,41.05331899999999,14.954388
Pietradefusi Industrie,"Via Delle Industrie Zona Pip, SNC, 83030 Pietradefusi , AV","0825 962604, ",41.04017,14.89898,https://www.pampanorama.it/punti-vendita/pietradefusi-v-industrie-retail-pro,"Via dell'Industria, 8, 83030 Pietradefusi AV, Italy",8,Via dell'Industria,P.i.p. Dentecane,Pietradefusi,Provincia di Avellino,Campania,Italy,IT,83030,41.0399748,14.8989254
Lioni Serro di Morra,"Via Serro di Morra, 6, Avellino , AV",", ",40.87874,15.19116,https://www.pampanorama.it/punti-vendita/lioni-serro-di-morra,"Via Serro di Morra, 6, 83047 Lioni AV, Italy",6,Via Serro di Morra,Lioni,Lioni,Provincia di Avellino,Campania,Italy,IT,83047,40.8786037,15.1910797
Bentivoglio,"Via Marconi 48, 40010 Bentivoglio , BO","0516643224, ",44.63572,11.418095,https://www.pampanorama.it/punti-vendita/pam-bentivoglio,"Via Marconi, 48/A, 40010 Bentivoglio BO, Italy",48/A,Via Marconi,Bentivoglio,Bentivoglio,Città Metropolitana di Bologna,Emilia-Romagna,Italy,IT,40010,44.6357581,11.4181296
Bologna Bellaria,"Via Bellaria, 47, 40139 Bologna , BO","051/544759, ",44.4760017,11.3870001,https://www.pampanorama.it/punti-vendita/bologna-bellaria,"Via Bellaria, 47, 40139 Bologna BO, Italy",47,Via Bellaria,Bologna,Bologna,Città Metropolitana di Bologna,Emilia-Romagna,Italy,IT,40139,44.4759552,11.3870762
San Giorgio Del Sannio,"Via Falcone E Borsellino, SNC, 82018 San Giorgio Del Sannio , BN",", ",41.0678,14.85626,https://www.pampanorama.it/punti-vendita/san-giorgio-del-sannio-retail-pro,"Via Falcone - Borsellino, 9, 82018 San Giorgio del Sannio BN, Italy",9,Via Falcone - Borsellino,San Giorgio del Sannio,San Giorgio del Sannio,Provincia di Benevento,Campania,Italy,IT,82018,41.0678904,14.8562537
Taurasi Maffei,"Via Maffei, SNC, 83030 Taurasi , AV",", ",41.00909,14.95492,https://www.pampanorama.it/punti-vendita/taurasi-via-maffei-retail-pro,"Via Ettore Maffei, 6A, 83030 Taurasi AV, Italy",6A,Via Ettore Maffei,Taurasi,Taurasi,Provincia di Avellino,Campania,Italy,IT,83030,41.0090069,14.9550307
Lignano Sabbiadoro,"V.le Europa, 33/34, 33054 Lignano Sabbiadoro , UD","0431/722151, ",45.6809998,13.1149998,https://www.pampanorama.it/punti-vendita/lignano-sabbiadoro,"Villaggio Tarvisio, 2, 33054 Lignano Sabbiadoro UD, Italy",2,Villaggio Tarvisio,Lignano Sabbiadoro,Lignano Sabbiadoro,Ente di decentramento regionale di Udine,Friuli-Venezia Giulia,Italy,IT,33054,45.68090489999999,13.115597
Bologna Corticella 2,"Via di Corticella, 101, Bologna , BO",", ",44.5490591,11.3551801,https://www.pampanorama.it/punti-vendita/pam-di-bologna,"Via di Corticella, 295/2, 40128 Bologna BO, Italy",295/2,Via di Corticella,Bologna,Bologna,Città Metropolitana di Bologna,Emilia-Romagna,Italy,IT,40128,44.5490494,11.3551905
Bologna Castel San Pietro Terme,"Via Emilia Ponente, 211, 40024 Bologna , BO","05119987531, ",44.41706,11.54953,https://www.pampanorama.it/punti-vendita/bologna-castelpietro,"Gallo, Gallo BO, Italy",,,Gallo,Castel San Pietro Terme,Città Metropolitana di Bologna,Emilia-Romagna,Italy,IT,,44.417082,11.549541
Pam Imola,"Via G. Di Vittorio, 70 - 40026 Imola (BO), Imola , BO",", ",,,https://www.pampanorama.it/punti-vendita/pam-imola,"Via Giuseppe di Vittorio, 70, 40026 Imola BO, Italy",70,Via Giuseppe di Vittorio,Imola,Dozza,Città Metropolitana di Bologna,Emilia-Romagna,Italy,IT,40026,44.3819896,11.6502909
Spilimbergo,"Via Cavour, 57, 33097 Spilimbergo , PN","0427/40259, ",46.1110001,12.8936005,https://www.pampanorama.it/punti-vendita/spilimbergo,"via della repubblica, 49, 33097 Spilimbergo PN, Italy",49,via della repubblica,Spilimbergo,Spilimbergo,Provincia di Pordenone,Friuli-Venezia Giulia,Italy,IT,33097,46.11102500000001,12.8934833
Sturno Aufiero,"Via Aufiero, 7, 83055 Sturno , AV","0825-448524, ",41.01741,15.10984,https://www.pampanorama.it/punti-vendita/sturno-via-f-aufiero-retail-pro,"Via Francesco Aufiero, 10, 83055 Sturno AV, Italy",10,Via Francesco Aufiero,Sturno,Sturno,Provincia di Avellino,Campania,Italy,IT,83055,41.0173994,15.1097135
Benevento,"Via Ruffilli - 3, Benevento , BN",", ",41.11746250423804,14.79645392763751,https://www.pampanorama.it/punti-vendita/benevento,"Via Roberto Ruffilli, 3, 82100 Benevento BN, Italy",3,Via Roberto Ruffilli,Benevento,Benevento,Provincia di Benevento,Campania,Italy,IT,82100,41.1175424,14.7964576
Benevento Oderisio,"Via Oderisio, 3/5, 82100 Benevento , BN","0824315524, ",41.13052,14.78364,https://www.pampanorama.it/punti-vendita/benevento-via-oderisio,"Via Oderisio da Benevento, 3, 82100 Benevento BN, Italy",3,Via Oderisio da Benevento,Benevento,Benevento,Provincia di Benevento,Campania,Italy,IT,82100,41.1305156,14.7835385
Benevento Napoli,"Via Napoli, 123, 82100 Benevento , BN","0824 363144, ",41.1232,14.7734,https://www.pampanorama.it/punti-vendita/benevento-via-napoli-retail-pro,"Via Napoli, 121, 82100 Benevento BN, Italy",121,Via Napoli,Benevento,Benevento,Provincia di Benevento,Campania,Italy,IT,82100,41.1232274,14.7735698
Pordenone Garibaldi,"C.so Garibaldi, 30, 33170 Pordenone , PN","0434/28016, ",45.9603005,12.6569004,https://www.pampanorama.it/punti-vendita/pordenone-garibaldi,"Corso Garibaldi, 30, 33170 Pordenone PN, Italy",30,Corso Garibaldi,Pordenone,Pordenone,Provincia di Pordenone,Friuli-Venezia Giulia,Italy,IT,33170,45.9603,12.6569
Pordenone Grigoletti,"Via Grigoletti, 74, 33170 Pordenone , PN","0434/366892, ",45.96551330263758,12.64464736445893,https://www.pampanorama.it/punti-vendita/pordenone-grigoletti,"Viale Michelangelo Grigoletti, 74, 33170 Pordenone PN, Italy",74,Viale Michelangelo Grigoletti,Pordenone,Pordenone,Provincia di Pordenone,Friuli-Venezia Giulia,Italy,IT,33170,45.9655772,12.6447621
Airola,"Via Lavatoio - 104, Airola , BN",", ",41.061903,14.567714,https://www.pampanorama.it/punti-vendita/airola,"Via Lavatoio, 104, 82011 Airola BN, Italy",104,Via Lavatoio,Airola,Airola,Provincia di Benevento,Campania,Italy,IT,82011,41.0620046,14.5675553
Moiano Variante,"Via Variante Caudina SP16, 26, 80069 Moiano , BN","3516913052, ",41.07637,14.54996,https://www.pampanorama.it/punti-vendita/moiano-via-variante-retail-pro,"Via Variante Caudina, SP16, 26, 82010 Moiano BN, Italy",26,SP16,,Moiano,Provincia di Benevento,Campania,Italy,IT,82010,41.0760084,14.5501144
Cervinara Rettifilo,"Via Rettifilo, 38, 83012 Cervinara , AV","0824 1810464, ",41.02543,14.61502,https://www.pampanorama.it/punti-vendita/cervinara-via-rettifilo-retail-pro,"Via Rettifilo, 51, 83012 Cervinara AV, Italy",51,Via Rettifilo,Cervinara,Cervinara,Provincia di Avellino,Campania,Italy,IT,83012,41.0253723,14.6148573
Montesarchio,"Via Napoli, 82016 Montesarchio BN, Montesarchio , BN",", ",41.061424,14.635149,https://www.pampanorama.it/punti-vendita/montesarchio,"Via Napoli, 34, 82016 Montesarchio BN, Italy",34,Via Napoli,Montesarchio,Montesarchio,Provincia di Benevento,Campania,Italy,IT,82016,41.0613317,14.6350205
Montesarchio S.Martino,"Via San Martino Vescovo, 149A, 82016 Montesarchio , BN",", ",41.05833,14.64431,https://www.pampanorama.it/punti-vendita/montesarchio-v-smartino-retail-pro,"Via S. Martino, 149A, 82016 Montesarchio BN, Italy",149A,Via San Martino,Montesarchio,Montesarchio,Provincia di Benevento,Campania,Italy,IT,82016,41.058252,14.6445166
San Martino Valle Caudina,"Via San Martino Vescovo, 5, 83018 San Martino Valle Caudina , AV","0824 841034, ",41.02713,14.66325,https://www.pampanorama.it/punti-vendita/san-martino-valle-caudina-retail-pro,"Via S. Martino Vescovo, 5, 83018 San Martino Valle Caudina AV, Italy",5,Via San Martino Vescovo,San Martino Valle Caudina,San Martino Valle Caudina,Provincia di Avellino,Campania,Italy,IT,83018,41.0270713,14.6632787
Foglianise Provinciale Vitulanese,"Via Provinciale Vitulanese SNC, 82030 Foglianise , BN",", ",41.16018,14.67107,https://www.pampanorama.it/punti-vendita/foglianise-via-provinciale-vitulanese-snc-retail-pro,"Via Roma, 27, 82030 Foglianise BN, Italy",27,Via Roma,Foglianise,Foglianise,Provincia di Benevento,Campania,Italy,IT,82030,41.1602747,14.670853
Sant'Agata Dei Goti Cap.,"Via Cappellino, SNC, 82019 Sant'Agata De' Goti , BN","3791338758, ",41.09522,14.48992,https://www.pampanorama.it/punti-vendita/sant-agata-dei-goti-cap-retail-pro,"Via Capellino, Snc, 82019 Sant'Agata de' Goti BN, Italy",Snc,Via Capellino,,Sant'Agata de' Goti,Provincia di Benevento,Campania,Italy,IT,82019,41.0949282,14.4902964
Torrecuso Cda Collepiano,"Contrada Collepiano, SNC, 82030 Torrecuso , BN","0824 875485, ",41.20752,14.69851,https://www.pampanorama.it/punti-vendita/torrecuso-cda-collepiano-retail-pro,"SP4, 82030 Torrecuso BN, Italy",,Strada Provinciale 4,,Torrecuso,Provincia di Benevento,Campania,Italy,IT,82030,41.2074852,14.6985237
Udine Sud,"Viale Palmanova, 109, 33100 Udine , UD","0432/627011, ",46.0523987,13.2468996,https://www.pampanorama.it/punti-vendita/panorama-udine-sud,"Via Melegnano, 110, 33100 Udine UD, Italy",110,Via Melegnano,Udine,Udine,Ente di decentramento regionale di Udine,Friuli-Venezia Giulia,Italy,IT,33100,46.0524587,13.2468498
Udine Battisti,"Via Battisti, 9, 33100 Udine , UD","373 8864192, ",46.060512,13.233766,https://www.pampanorama.it/punti-vendita/pam-udine-battisti,"Via Cesare Battisti, 19, 33100 Udine UD, Italy",19,Via Cesare Battisti,Udine,Udine,Ente di decentramento regionale di Udine,Friuli-Venezia Giulia,Italy,IT,33100,46.0605129,13.2337472
Udine,"Viale Venezia, 327/329, 33010 Udine , UD","0432537600, ",46.0536995,13.2135,https://www.pampanorama.it/punti-vendita/panorama-udine,"Viale Venezia, 328, 33100 Udine UD, Italy",328,Viale Venezia,Udine,Udine,Ente di decentramento regionale di Udine,Friuli-Venezia Giulia,Italy,IT,33100,46.0536869,13.2135387
Trieste Elisi,"Via Campi Elisi-ang.Via D'Aviano, 34143 Trieste , TS","040/767923, ",45.6419983,13.7679997,https://www.pampanorama.it/punti-vendita/trieste-elisi,"Via Antonio Madonizza, 7, 34143 Trieste TS, Italy",7,Via Antonio Madonizza,Trieste,Trieste,Provincia di Trieste,Friuli-Venezia Giulia,Italy,IT,34143,45.6418536,13.7678681
Trieste Battisti,"Via Battisti, 22, 34125 Trieste , TS","040/9852437, ",45.6534004,13.7792997,https://www.pampanorama.it/punti-vendita/trieste-battisti,"Via S. Francesco D'Assisi, 20, 34133 Trieste TS, Italy",20,Via San Francesco D'Assisi,Trieste,Trieste,Provincia di Trieste,Friuli-Venezia Giulia,Italy,IT,34133,45.65332739999999,13.7792528
Trieste Miramare,"Via Miramare, 1, 34135 Trieste , TS","040/4261004, ",45.6577988,13.7728005,https://www.pampanorama.it/punti-vendita/trieste-miramare-ra,"V.le Miramare, 3/B, 34135 Trieste TS, Italy",3/B,Viale Miramare,Trieste,Trieste,Provincia di Trieste,Friuli-Venezia Giulia,Italy,IT,34135,45.6577577,13.772816
Trieste Giulia,"Via Giulia, 75/3, 34126 Trieste , TS","040/571470, ",45.6553001,13.7945995,https://www.pampanorama.it/punti-vendita/trieste-giulia,"Via Giulia, 75/3, 34126 Trieste TS, Italy",75/3,Via Giulia,Trieste,Trieste,Provincia di Trieste,Friuli-Venezia Giulia,Italy,IT,34126,45.65529360000001,13.7947123
Trieste Stock,"Via Lionello Stock, 4, 34135 Trieste , TS","040/4528146, ",45.6649017,13.7707005,https://www.pampanorama.it/punti-vendita/trieste-stock,"Via Lionello Stock, 44, 34135 Trieste TS, Italy",44,Via Lionello Stock,Trieste,Trieste,Provincia di Trieste,Friuli-Venezia Giulia,Italy,IT,34135,45.6650093,13.7706657
Cassino,"Viale Dante, 65, 03043 Cassino , FR","077621391, ",41.489159,13.830384,https://www.pampanorama.it/punti-vendita/pam-cassino,"Viale Dante, 65, 03043 Cassino FR, Italy",65,Viale Dante,Cassino,Cassino,Provincia di Frosinone,Lazio,Italy,IT,03043,41.4892219,13.8304045
