City,Shop Name,Link,Address
Capalbio,,https://www.d-piu.com/punti-vendita-dpiu/vicopisano/,
Capalbio,,https://www.d-piu.com/punti-vendita-dpiu/g036-camaiore/,
Castiglione della Pescaia,Castiglione Della Pescaia,https://www.d-piu.com/punti-vendita-dpiu/g943-castiglione-della-pescaia/,"Via Castiglionese S.P. del Padule, 3 Castiglione Della Pescaia 58043 GR"
Follonica,,https://www.d-piu.com/punti-vendita-dpiu/g943-castiglione-della-pescaia/,
Gavorrano,Filare di Gavorrano,https://www.d-piu.com/punti-vendita-dpiu/g963-filare-di-gavorrano/,"Via Giusti, 35 Filare di Gavorrano 58023 GR"
Grosseto,,https://www.d-piu.com/punti-vendita-dpiu/g963-filare-di-gavorrano/,
Cecina,Cecina,https://www.d-piu.com/punti-vendita-dpiu/g882-cecina/,"Via Raffaello Sanzio, 53 Cecina 57023 LI"
Collesalvetti,,https://www.d-piu.com/punti-vendita-dpiu/g882-cecina/,
Livorno,Livorno - Via Grotta delle Fate,https://www.d-piu.com/punti-vendita-dpiu/g891-livorno/,"Via Grotta delle Fate, 35 Livorno 57128 LI"
Livorno,Livorno - Via del Bosco,https://www.d-piu.com/punti-vendita-dpiu/g980-livorno-2/,"Via Del Bosco, 6 Livorno 27126 LI"
Marciana,,https://www.d-piu.com/punti-vendita-dpiu/g891-livorno/,
Marciana,,https://www.d-piu.com/punti-vendita-dpiu/g980-livorno-2/,
Camaiore,Camaiore,https://www.d-piu.com/punti-vendita-dpiu/g036-camaiore/,"Strada Provinciale 1, 388 Lucca 55041 LU"
Camporgiano,,https://www.d-piu.com/punti-vendita-dpiu/g036-camaiore/,
Lucca,Camaiore,https://www.d-piu.com/punti-vendita-dpiu/g036-camaiore/,"Strada Provinciale 1, 388 Lucca 55041 LU"
Massarosa,,https://www.d-piu.com/punti-vendita-dpiu/g036-camaiore/,
Aulla,Aulla,https://www.d-piu.com/punti-vendita-dpiu/d172-aulla/,"Via Della Repubblica, 45 Aulla 54011 MS"
Carrara,,https://www.d-piu.com/punti-vendita-dpiu/d172-aulla/,
Massa,Massa Marittima,https://www.d-piu.com/punti-vendita-dpiu/g070-massa-marittima/,"Via dei Chiodaioli, 2 Zona Industriale Valpiana 58024 GR"
Mulazzo,,https://www.d-piu.com/punti-vendita-dpiu/g070-massa-marittima/,
Castelfranco di Sotto,Castelfranco di Sotto,https://www.d-piu.com/punti-vendita-dpiu/d386-castelfranco-di-sotto/,"P.zza del Volontariato, 6 Castelfranco di Sotto 56022 PI"
Crespina Lorenzana,,https://www.d-piu.com/punti-vendita-dpiu/d386-castelfranco-di-sotto/,
Pisa,Pisa,https://www.d-piu.com/punti-vendita-dpiu/d270-pisa/,"Via Pietrasantina, 26 Pisa 56100 PI"
Pisa,Vicopisano,https://www.d-piu.com/punti-vendita-dpiu/vicopisano/,"Via Provinciale Vicarese, 189, 56010 Vicopisano PI"
Pisa,Roma - Via della Pisana,https://www.d-piu.com/punti-vendita-dpiu/g053-roma-via-della-pisana/,"Via della Pisana, 475 Roma 00163 RM"
Pomarance,,https://www.d-piu.com/punti-vendita-dpiu/d270-pisa/,
Pomarance,,https://www.d-piu.com/punti-vendita-dpiu/vicopisano/,
Pomarance,,https://www.d-piu.com/punti-vendita-dpiu/g053-roma-via-della-pisana/,
Pontedera,,https://www.d-piu.com/punti-vendita-dpiu/g071-pomarance/,
Ponte Buggianese,Ponte Buggianese,https://www.d-piu.com/punti-vendita-dpiu/d265-ponte-buggianese/,"Via Camporcioni, snc Ponte Buggianese 51019 PT"
Quarrata,,https://www.d-piu.com/punti-vendita-dpiu/d265-ponte-buggianese/,
Carmignano,,https://www.d-piu.com/punti-vendita-dpiu/d061-quarrata/,
Poggio a Caiano,Poggetto di Poggio a Caiano,https://www.d-piu.com/punti-vendita-dpiu/g862-poggetto-di-poggio-a-caiano/,"Via Statale, 7 Poggetto di Poggio a Caiano 59106 PO"
Prato,,https://www.d-piu.com/punti-vendita-dpiu/g862-poggetto-di-poggio-a-caiano/,
Abbadia San Salvatore,,https://www.d-piu.com/punti-vendita-dpiu/d079-pasian-di-prato/,
Abbadia San Salvatore,,https://www.d-piu.com/punti-vendita-dpiu/d398-prato/,
Monteroni d'Arbia,Monteroni d'Arbia,https://www.d-piu.com/punti-vendita-dpiu/d222-monteroni-darbia/,"Via Cassia Sud, 336/B Monteroni d'Arbia 53014 SI"
Monticiano,,https://www.d-piu.com/punti-vendita-dpiu/d222-monteroni-darbia/,
