Store Name,Address,Contact,Latitude,Longitude,Store URL,formatted_address,street_number,route,locality,admin_area_3,admin_area_2,admin_area_1,country,country_code,postal_code,latitude,longitude,Shop ID
Ostia,"Via dell'Appagliatore, 00121 Roma , RM","06/56200311, ",41.7412987,12.2735996,https://www.pampanorama.it/punti-vendita/panorama-ostia,"Via delle Azzorre, 179, 00121 Lido di Ostia RM, Italy",179,Via delle Azzorre,Lido di Ostia,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,121.0,41.7412086,12.2736171,67e2d436c1670104499c17cc
Ostia Gondole,"Via delle Gondole, 94, 00121 Ostia , RM","06/89320375, ",41.7356987,12.2764998,https://www.pampanorama.it/punti-vendita/pam-local-ostia-gondole,"Via dei Panfili, 59, 00100 Lido di Ostia RM, Italy",59,Via dei Panfili,Lido di Ostia,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,100.0,41.7356443,12.276526,67e2d437c1670104499c17d1
Roma Acilia,"Via G. Usellini, 287, 00125 Roma , RM","06/52453334, ",41.7723999,12.3781004,https://www.pampanorama.it/punti-vendita/roma-acilia,"Via Gianfilippo Usellini, 412, 00125 Roma RM, Italy",412,Via Gianfilippo Usellini,,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,125.0,41.77242589999999,12.3782836,
Roma Bufalotta,"Via Passo di Falzarego, 19, 00139 Roma , RM","06/87132627, ",41.9869003,12.5642004,https://www.pampanorama.it/punti-vendita/roma-bufalotta,"Via Nicola Stenone, 87, 00139 La Cinquina - Bufalotta RM, Italy",87,Via Nicola Stenone,La Cinquina - Bufalotta,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,139.0,41.9874439,12.5639287,67e2d437c1670104499c17d6
Roma Camerata Picena,"Via Camerata Picena, 385, 00138 Roma , RM","06 81177524, ",41.98515,12.51365,https://www.pampanorama.it/punti-vendita/roma-via-camerata-picena-retail-pro,"Via Camerata Picena, 375, 00138 Roma RM, Italy",375,Via Camerata Picena,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,138.0,41.9853135,12.513792,67e2d437c1670104499c17db
Roma De Filippo,"Via Titina De Filippo, 101, 00139 Roma , RM","06 8811837, ",41.96899,12.51589,https://www.pampanorama.it/punti-vendita/roma-via-de-filippo-retail-pro,"Viale Titina de Filippo, 101, 00139 Roma RM, Italy",101,Viale Titina de Filippo,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,139.0,41.9690693,12.5159371,67e2d437c1670104499c17e0
Pavia XX Settembre,"Via XX Settembre, 22, 27100 Pavia , PV","0382 1755164, ",45.186318,9.15336,https://www.pampanorama.it/punti-vendita/pavia-xx-settembre,"Via XX Settembre, 20, 27100 Pavia PV, Italy",20,Via XX Settembre,Pavia,Pavia,Provincia di Pavia,Lombardia,Italy,IT,27100.0,45.1862985,9.1533438,67e2d437c1670104499c17e5
Pavia Via Varese,"Via Varese, 5, 27100 Pavia , PV","3757095383, ",45.184650418179466,9.156041002421034,https://www.pampanorama.it/punti-vendita/pam-pavia-varese,"Piazza del Lino, 2, 27100 Pavia PV, Italy",2,Piazza del Lino,Pavia,Pavia,Provincia di Pavia,Lombardia,Italy,IT,27100.0,45.1846634,9.1560288,67e2d437c1670104499c17ea
Torrimpietra,"Via Aurelia Km 28, 00050 Torrimpietra , RM","0661697385, ",41.916836,12.200711,https://www.pampanorama.it/punti-vendita/pam-torrimpietra,"Via Eucario Siber, 21, 00050 Centro Tre Denari RM, Italy",21,Via Eucario Siber,Centro Tre Denari,Fiumicino,Città metropolitana di Roma Capitale,Lazio,Italy,IT,50.0,41.916967,12.2007525,67e2d437c1670104499c17ef
Monterotondo,"Viale Bruno Buozzi, 15, 00015 Monterotondo , RM","06/90624007, ",42.0498009,12.6248999,https://www.pampanorama.it/punti-vendita/monterotondo,"Viale Bruno Buozzi, 35, 00015 Monterotondo RM, Italy",35,Viale Bruno Buozzi,Monterotondo,Monterotondo,Città metropolitana di Roma Capitale,Lazio,Italy,IT,15.0,42.0497812,12.6249544,67e2d437c1670104499c17f4
Torvaianica Dora Riparia,"Via Dora Riparia, 36A ang. Via Lambro, 3, 00071 Pomezia Loc. Torvaianica , RM","333.9316719, ",41.656003,12.427767,https://www.pampanorama.it/punti-vendita/torvaianica-dora-riparia-pam,"Via Dora Riparia, 36a, 00071 Torvaianica RM, Italy",36a,Via Dora Riparia,Torvaianica,Pomezia,Città metropolitana di Roma Capitale,Lazio,Italy,IT,71.0,41.65590760000001,12.4278373,67e2d437c1670104499c17f9
Roma Botteghe Oscure,"Via delle Botteghe Oscure, 3, 00186 Roma , RM","06/89320361, ",41.8951988,12.4797001,https://www.pampanorama.it/punti-vendita/pam-local-roma-botteghe-oscure,"Via d'Aracoeli, 27, 00186 Roma RM, Italy",27,Via d'Aracoeli,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,186.0,41.8952027,12.4797073,67e2d437c1670104499c17fe
Roma Funari,"Via dei Funari 21, Roma, Roma , RM",", ",41.89382042144752,12.478327164840602,https://www.pampanorama.it/punti-vendita/roma-funari,"Via dei Funari, 21, 00186 Roma RM, Italy",21,Via dei Funari,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,186.0,41.89377650000001,12.4783218,67e2d437c1670104499c1803
Roma Fontanella di Borghese,"Via della Fontanella di Borghese, 20, 00186 Roma , RM","066876392, ",41.903901,12.47704,https://www.pampanorama.it/punti-vendita/pam-roma-fontanella-di-borghese,"Piazza del Porto di Ripetta, 1, 00186 Roma RM, Italy",1,Piazza del Porto di Ripetta,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,186.0,41.903921,12.4770392,67e2d437c1670104499c1808
Roma Panisperna,"Via Panisperna, 75, 00184 Roma , RM","06 45502583, ",41.896643,12.491728,https://www.pampanorama.it/punti-vendita/roma-panisperna,"Via Panisperna, 77, 00184 Roma RM, Italy",77,Via Panisperna,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,184.0,41.8966666,12.4917908,67e2d437c1670104499c180d
Roma Barberini,"via Barberini 10-16, 00187 Roma , RM","0645751857, ",41.9040985,12.4884996,https://www.pampanorama.it/punti-vendita/roma-barberini,"Barberini, 00187 Roma RM, Italy",,,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,187.0,41.904138,12.4887446,67e2d437c1670104499c1812
Roma Quattro Fontane,"Via delle Quattro Fontane, 38, 00184 Roma , RM","06 / 45519032, ",41.9007988,12.4927998,https://www.pampanorama.it/punti-vendita/pam-local-roma-quattro-fontane,"Via delle Quattro Fontane, 108, 00184 Roma RM, Italy",108,Via delle Quattro Fontane,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,184.0,41.9007428,12.4927345,67e2d437c1670104499c1817
Roma Urbana,"via Urbana, 9, 00184 Roma , RM","06/93567284, ",41.8975983,12.4942999,https://www.pampanorama.it/punti-vendita/roma-urbana,"Via Caprareccia, 13, 00184 Roma RM, Italy",13,Via Caprareccia,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,184.0,41.89763310000001,12.4944698,67e2d437c1670104499c181c
Roma C.so V. Emanuele,"C.so Vittorio Emanuele II, 235, 00186 Roma , RM","0645424663, ",41.8978996,12.4693003,https://www.pampanorama.it/punti-vendita/pam-local-roma-c-so,"Via della Chiesa Nuova, 21, 00186 Roma RM, Italy",21,Via della Chiesa Nuova,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,186.0,41.8980049,12.4694039,67e2d438c1670104499c1821
Roma Santi Quattro,"Via dei Santi Quattro 35/A – 00184 Roma (RM), Roma , RM",", ",41.88920473947076,12.495694093635125,https://www.pampanorama.it/punti-vendita/roma-santi-quattro,"Via dei SS. Quattro, 73, 00184 Roma RM, Italy",73,Via dei SS. Quattro,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,184.0,41.8892587,12.4956804,67e2d438c1670104499c1826
Roma XX Settembre,"Via XX Settembre, 20/E, 00187 Roma , RM","06/87936937, ",41.9053001,12.4953003,https://www.pampanorama.it/punti-vendita/roma-settembre,"Via Venti Settembre, 20, 00187 Roma RM, Italy",20,Via Venti Settembre,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,187.0,41.90529189999999,12.4953565,67e2d438c1670104499c182b
Roma Boncompagni,"Via Boncompagni, 95, 00187 Roma , RM","06/45674227, ",41.9090004,12.4951,https://www.pampanorama.it/punti-vendita/pam-local-boncompagni,"Via Boncompagni, 71m, 00187 Roma RM, Italy",71m,Via Boncompagni,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,187.0,41.9090646,12.4953376,67e2d438c1670104499c1830
Roma Vitelleschi,"Via Giovanni Vitelleschi, 2, 00193 Roma , RM","06/45654972, ",41.904392,12.46286,https://www.pampanorama.it/punti-vendita/roma-vitelleschi,"Via Giovanni Vitelleschi, 2, 00193 Roma RM, Italy",2,Via Giovanni Vitelleschi,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,193.0,41.904398,12.4628625,67e2d438c1670104499c1835
Roma Terenzio,"Via Terenzio, 29, 00186 Roma , RM","06/45493276, ",41.9063988,12.4632998,https://www.pampanorama.it/punti-vendita/pam-local-terenzio,"Via Terenzio, 27, 00193 Roma RM, Italy",27,Via Terenzio,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,193.0,41.9063467,12.463313,67e2d438c1670104499c183a
Roma Piave,"Via Piave 45, 00187 Roma , RM","06/45751859, ",41.9099999,12.4990997,https://www.pampanorama.it/punti-vendita/roma-piave,"Via Augusto Valenziani, 15, 00187 Roma RM, Italy",15,Via Augusto Valenziani,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,187.0,41.9100751,12.4990132,67e2d438c1670104499c183f
Roma Salaria,"Via Salaria 55-57, 00198 Roma , RM","06 45519198, ",41.9124985,12.4976997,https://www.pampanorama.it/punti-vendita/roma-salaria,"Via Salaria, 51, 00198 Roma RM, Italy",51,Via Salaria,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,198.0,41.9124843,12.4976757,67e2d438c1670104499c1844
Roma S.M. della Battaglia,"Via San Martino della Battaglia, 30, 00185 Roma , RM","06/87720478, ",41.9057999,12.5044003,https://www.pampanorama.it/punti-vendita/pam-local-roma-s-m,"Via Sommacampagna, 4, 00185 Roma RM, Italy",4,Via Sommacampagna,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,185.0,41.9057884,12.5044538,67e2d438c1670104499c1849
Roma Mordini,"Via Antonio Mordini 11, 00195 Roma , RM","06/87716036, ",41.9138985,12.4640999,https://www.pampanorama.it/punti-vendita/roma-mordini,"Via Antonio Mordini, 11, 00195 Roma RM, Italy",11,Via Antonio Mordini,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,195.0,41.9139219,12.4640999,67e2d438c1670104499c184e
Roma Alessandria,"Via Alessandria 177, 00198 Roma , RM","06/45569783, ",41.9134995,12.5027012,https://www.pampanorama.it/punti-vendita/roma-alessandria,"V. Nizza, 136a, 00187 Roma RM, Italy",136a,Via Nizza,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,187.0,41.9134559,12.5026435,67e2d438c1670104499c1853
Roma Carini,"Via Carini 85, 00152 Roma , RM","06 45552392, ",41.8832016,12.4588003,https://www.pampanorama.it/punti-vendita/local-carini,"Viale dei Quattro Venti, 47, 00152 Roma RM, Italy",47,Viale dei Quattro Venti,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,152.0,41.8832272,12.4588228,67e2d438c1670104499c1858
